modality_code,label
jachère (sans valorisation) spontanée,jachère (sans valorisation) spontanée
jachère (sans valorisation) spontanée,jachère (sans valorisation) spontanée
jachère (sans valorisation) spontanée,jachère (sans valorisation) spontanée
nue,nue
nue,nue
nue,nue
