variable,label
01,Blé tendre
02,Blé dur
03,Orge
04,Triticale
05,Colza
06,Tournesol
07,Pois protéagineux
08,Maïs fourrage
09,Maïs grain
10,Betterave sucrière
11,Pomme de terre
14,Canne à sucre
