modality_code,label
1,1
1,1
1,1
normal2,normal2
normal2,normal2
normal2,normal2
faible (30% en dessous)3,faible (30% en dessous)3
faible (30% en dessous)3,faible (30% en dessous)3
faible (30% en dessous)3,faible (30% en dessous)3
fort (30% au dessus),fort (30% au dessus)
fort (30% au dessus),fort (30% au dessus)
fort (30% au dessus),fort (30% au dessus)
