Database,table,variable,modality_code,label
RA_2020,HORTI_PEPI,HORTI_PEPI__Plantes_à_massif_hors_vivaces___godet_12cm,310,Pélargonium ou « géranium »
RA_2020,HORTI_PEPI,HORTI_PEPI__Plantes_à_massif_hors_vivaces___godet_12cm,320,Pensée
RA_2020,HORTI_PEPI,HORTI_PEPI__Plantes_à_massif_hors_vivaces___godet_12cm,330,Pétunia
RA_2020,HORTI_PEPI,HORTI_PEPI__Plantes_à_massif_hors_vivaces___godet_12cm,340,Primevère
RA_2020,HORTI_PEPI,HORTI_PEPI__Plantes_à_massif_hors_vivaces___godet_12cm,350,Autres plantes à massif
RA_2020,HORTI_PEPI,"HORTI_PEPI__Plantes_vivaces,_aromatiques_à_usage_ornemental_et_plantes_aquatiques",410,Plantes vivaces
RA_2020,HORTI_PEPI,"HORTI_PEPI__Plantes_vivaces,_aromatiques_à_usage_ornemental_et_plantes_aquatiques",420,Plantes aromatiques à usage ornemental
RA_2020,HORTI_PEPI,"HORTI_PEPI__Plantes_vivaces,_aromatiques_à_usage_ornemental_et_plantes_aquatiques",430,Plantes aquatiques
RA_2020,HORTI_PEPI,HORTI_PEPI__Bulbes,510,Dahlia
RA_2020,HORTI_PEPI,HORTI_PEPI__Bulbes,520,Autres bulbes
RA_2020,HORTI_PEPI,HORTI_PEPI__Bulbes,600,Total boutures et jeunes plants non ligneux d'horticulture destinés à d'autres horticulteurs (hors plants potagers et rosiers)
RA_2020,HORTI_PEPI,HORTI_PEPI__Production_pépinières_ornementales,700,Rosiers
RA_2020,HORTI_PEPI,HORTI_PEPI__Production_pépinières_ornementales,710,Arbres et arbustes
RA_2020,HORTI_PEPI,HORTI_PEPI__Production_pépinières_ornementales,720,Plantes grimpantes
RA_2020,HORTI_PEPI,HORTI_PEPI__Production_pépinières_ornementales,730,Plantes de terre de bruyère
RA_2020,HORTI_PEPI,HORTI_PEPI__Production_pépinières_ornementales,740,Autres plantes de pépinières
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTI_P,A,beaucoup
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTI_P,B,moyennement
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTI_P,C,un peu
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTI_P,X,traces
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,110,Prairies naturelles
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,141,"Cultures fourragères (banane, canne…)"
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,210,Ananas
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,220,Patate douce
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,230,Maïs doux
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,240,Maraîchage (légumes frais)
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,250,"Igname, dachine et autres racines"
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,270,"Plantes aromatiques (basilic, piment, curcuma, gingembre…)"
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,280,Riz pluvial
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,290,Autres cultures basses
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,310,Banane
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,320,Manioc
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,330,Papaye
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,340,Pitaya
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,350,"Maracudja, fruit de la passion"
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,360,Autres petits fruits
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,370,Café
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,380,Cacao
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,390,Autres cultures de taille intermédiaire
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,410,Orange et mandarine
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,430,Citron
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,440,Agrumes variés
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,450,"Ramboutan, litchi"
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,460,Coco
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,470,Autres palmiers à fruit
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,480,"Arbres fruitiers en mélange (manguier, pomme cannelle, avocatier, fruit à pain, …)"
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,490,Vanille
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,500,Ylang Ylang
RA_2020,ABATTIS (Dom),ABATTIS (Dom)__ABATTICODE,510,Arbres forestiers
RA_2020,MO_FAM,MO_FAM__LIENCHEFCOEXP_ECH,1,Conjoint 
RA_2020,MO_FAM,MO_FAM__LIENCHEFCOEXP_ECH,2,Autre lien familial
RA_2020,MO_FAM,MO_FAM__MOF_ACTIVEXP_ECH,10,Moins d'un quart de temps
RA_2020,MO_FAM,MO_FAM__MOF_ACTIVEXP_ECH,20,D'un quart à moins d'un mi-temps
RA_2020,MO_FAM,MO_FAM__MOF_ACTIVEXP_ECH,25,Un mi-temps
RA_2020,MO_FAM,MO_FAM__MOF_ACTIVEXP_ECH,30,De plus d'un mi-temps à moins de 3/4 de temps
RA_2020,MO_FAM,MO_FAM__MOF_ACTIVEXP_ECH,40,De 3/4 de temps à moins d'un temps complet
RA_2020,MO_FAM,MO_FAM__MOF_ACTIVEXP_ECH,50,Temps complet
RA_2020,MO_FAM,MO_FAM__MOF_PACTDIV_ECH,1,Aucune participation aux activités de diversification
RA_2020,MO_FAM,MO_FAM__MOF_PACTDIV_ECH,2,A titre principal
RA_2020,MO_FAM,MO_FAM__MOF_PACTDIV_ECH,3,A titre secondaire
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,1,Aucune
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,2,Exploitant agricole (dans une autre exploitation)
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,3,"Artisan, commerçant et chef d'entreprise"
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,4,Cadre et profession intellectuelle supérieure
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,5,"Profession intermédiaire (instituteur, technicien, …)"
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,6,"Employé (secrétaire, agents de bureau, vendeurs,…)"
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,7,Salarié agricole
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,8,Ouvrier non agricole
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,9,"Élu (maire, député, conseiller départemental)"
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,10,"Élu agricole (chambre d'agriculture, coop, MSA, CUMA, …)"
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,11,ETA
RA_2020,MO_FAM,MO_FAM__MOF_TYPLURACT_ECH,12,Autre
RA_2020,MO_FAM,MO_FAM__MOF_PLURACT_ECH,1,A titre principal
RA_2020,MO_FAM,MO_FAM__MOF_PLURACT_ECH,2,A titre secondaire
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__STATUTDIRIG,1,Chef d'exploitation
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__STATUTDIRIG,2,Coexploitant
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__SITCONJ_ECH,1,Seul
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__SITCONJ_ECH,2,"Couple (marié(e), pacsé(e), union libre) "
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,1,Travaillant sur cette exploitation
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,2,Exploitant agricole sur une autre exploitation
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,3,"Artisan, commerçant et chef d'entreprise"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,4,Cadre et profession intellectuelle supérieure
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,5,Profession intermédiaire
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,6,Employé
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,7,Ouvrier agricole
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,8,Ouvrier non agricole
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,9,"Élu (maire, député, conseiller départemental, ainsi que président, trésorier ou administrateur en chambre d'agriculture, coopérative, MSA, CUMA …)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,10,Retraité
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,11,Chômeur
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTCONJ_ECH,12,"Inactif divers (élève, stagiaire, personne au foyer, …)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__LIENCHEF,1,Conjoint
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__LIENCHEF,2,Autre lien familial
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__LIENCHEF,3,Non apparenté
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTIVEXP,10,Moins d'un quart de temps
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTIVEXP,20,D'un quart à moins d'un mi-temps
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTIVEXP,25,Un mi-temps
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTIVEXP,30,De plus d'un mi-temps à moins de 3/4 de temps
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTIVEXP,40,De 3/4 de temps à moins d'un temps complet
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__ACTIVEXP,50,Temps complet
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__INSTALLCF,0,Non
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__INSTALLCF,1,Oui
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__INSTALLCF,9,Sans objet
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,00,Aucune scolarisation
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,10,Niveau CEP ou scolarisé(e) jusqu'au primaire
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,11,"Niveau BEPC, brevet ou scolarisé(e) jusqu'au collège"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,23,Niveau CAP (certificat d'aptitude professionnelle)
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,24,Niveau BEP (brevet d'études professionnelles)
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,25,"Niveau baccalauréat général, brevet supérieur, bac techno"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,26,"Niveau baccalauréat pro., brevet pro. de technicien"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,27,"Niveau diplôme de 1er cycle universitaire, BTS, DUT"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFGENE,28,"Niveau d’études supérieures longues, diplôme d'ingénieur, ..."
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,00,"Aucune scolarisation agricole, expérience agricole"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,11,Niveau brevet des collèges agricoles
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,23,Niveau CAPA (certificat d'aptitude professionnelle agricole)
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,24,"Niveau brevet agricole : d'études : BEPA, BPA, BAA"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,25,"Niveau baccalauréat technologique agricole, bac pro agricole"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,26,"Niveau baccalauréat de technicien agricole (BTA), BEA,  BPREA"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,27,"Niveau BTSA, licence pro (agronomie, productions animales et végétales)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOFAGRI,28,"Niveau d'études supérieures longues agricoles (diplôme d'ingénieur, ...)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOPACTDIV_ECH,1,Aucune participation aux activités de diversification
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOPACTDIV_ECH,2, A titre principal
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOPACTDIV_ECH,3, A titre secondaire
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,1,Aucune
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,2,Exploitant agricole (dans une autre exploitation)
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,3,"Artisan, commerçant et chef d'entreprise"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,4,Cadre et profession intellectuelle supérieure
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,5,"Profession intermédiaire (instituteur, technicien, …)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,6,"Employé (secrétaire, agents de bureau, vendeurs,…)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,7,Salarié agricole
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,8,Ouvrier non agricole
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,9,"Élu (maire, député, conseiller départemental)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,10,"Élu agricole (chambre d'agriculture, coop, MSA, CUMA, …)"
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,11,ETA
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOTYPLURACT_ECH,12,Autre
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOPLURACT_ECH,1,A titre principal
RA_2020,MO_CHEF_COEXPL,MO_CHEF_COEXPL__MOPLURACT_ECH,2,A titre secondaire
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPQUEST,1,Parcelle de l'échantillon initial
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPQUEST,2,Parcelle remplaçante
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__IDPKVITI13,0,nouvelle parcelle 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__IDPKVITI13,1,parcelle déjà  enquétée en 2013
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,00,Alsace
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,01,Aquitaine
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,02,Beaujolais
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,03,Bourgogne
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,04,Champagne
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,05,Charentes
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,06,Languedoc-Roussillon
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,07,Midi-Pyrénées
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,08,Provence-Alpes-Côte d Azur
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,09,Val-de-Loire
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,10,Côtes-du-Rhône
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,11,Corse
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__REGVITI,12,Bugey-Savoie
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,00,Alsace
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,01,Beaujolais
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,02,Bordelais
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,03,Bourgogne
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,04,Champagne
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,05,Charentes
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,06,Languedoc hors PO
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,07,Pyrénées-Orientales
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,08,PACA 83 84
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,09,Val de Loire hors Sancerre
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,10,Bouches-du-Rhône
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,11,Dordogne
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,13,Gers
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,14,Gaillac
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,15,Cahors
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,16,Lot-et-Garonne
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,17,CDR-nord
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,18,CDR-sud
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,19,Cher
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,20,Corse
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__BASSINV,21,Bugey-Savoie
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__PERSRESP,1,Exploitant ou associé (si société)
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__PERSRESP,2,Chef de culture salarié de l'exploitation
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__PERSRESP,3,Autres
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPVINPAR,1,AOP
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPVINPAR,2,IGP avec mention cépage
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPVINPAR,3,IGP sans mention cépage
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPVINPAR,4,Sans IG avec mention cépage
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPVINPAR,5,Sans IG
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__TYPVINPAR,6,Vins aptes aux eaux-de-vie
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__CAHIERBIO,0,Non
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__CAHIERBIO,1,Agriculture biologique-AB
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__CAHIERBIO,2,Autre mode biologique certifié
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__CAHIERBIO,3,Biodynamie
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__CAHIERBIO,4,Mode biologique non certifié
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__PRATIQUEBIO,0,Non
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__PRATIQUEBIO,1,"Oui (1,2,3 ou 4 pour CAHIERBIO)"
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MODEREC,1,Manuelle
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MODEREC,2,Mécanique
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__VINEXPL,1,Vinifiée en cave particulière
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__VINEXPL,2,Vinifiée et distillée en cave particulière
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__VINEXPL,3,Vinifiée en coopérative
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__VINEXPL,4,"Vendue en frais, jus ou moûts"
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__INTEMP,0,non
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__INTEMP,1,Climatiques
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__INTEMP,3,Climatiques et sanitaires
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBSR,0,Aucun enherbement
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBSR,1,Permanent semé
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBSR,2,Permanent spontané
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBSR,3,Temporaire semé de type engrais vert
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBSR,4,Autre temporaire semé
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBSR,5,Temporaire spontané
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,0,Aucun enherbement
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,1,Permanent semé
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,2,Permanent spontané
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,3,Temporaire semé de type engrais vert
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,4,Autre temporaire semé
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,5,Temporaire spontané
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,6,Permanent et temporaire semé type engrais vert
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,7,Temporaire semé et temporaire semé type engrais vert
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,8,Temporaire spontané et temporaire semé de type engrais vert
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__ENHERBIR,9,Permanent et autre temporaire semé
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,1,Septembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,2,Octobre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,3,Novembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,4,Décembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,5,Janvier 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,6,Février 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,7,Mars 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,8,Avril 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,9,Mai 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,10,Juin 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,11,Juillet 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMIS,12,Août 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,1,Septembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,2,Octobre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,3,Novembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,4,Décembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,5,Janvier 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,6,Février 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,7,Mars 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,8,Avril 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,9,Mai 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,10,Juin 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,11,Juillet 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__MOISEMISEV,12,Août 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,1,Septembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,2,Octobre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,3,Novembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,4,Décembre 2015
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,5,Janvier 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,6,Février 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,7,Mars 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,8,Avril 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,9,Mai 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,10,Juin 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,11,Juillet 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMIS,12,Août 2016
PHYTOVITI_2016,PHYTOVITI2016,PHYTOVITI2016__DESTSEMISEV,1,Septembre 2015
