modality_code,label
1. rejets ou baïonnettes = 1,1. rejets ou baïonnettes = 1
1. rejets ou baïonnettes,1
vitro plants (achetés aux centres de sevrage) = 2,vitro plants (achetés aux centres de sevrage) = 2
vitro plants (achetés aux centres de sevrage),2
