modality_code,label
1:AOP2:IGP avec mention de cépage3:IGP sans mention de cépage 4:sans IG avec mention du cépage5:sans IG6:vins aptes aux eaux-de-vie,1:AOP2:IGP avec mention de cépage3:IGP sans mention de cépage 4:sans IG avec mention du cépage5:sans IG6:vins aptes aux eaux-de-vie
1:AOP2:IGP avec mention de cépage3:IGP sans mention de cépage 4:sans IG avec mention du cépage5:sans IG6:vins aptes aux eaux-de-vie,1:AOP2:IGP avec mention de cépage3:IGP sans mention de cépage 4:sans IG avec mention du cépage5:sans IG6:vins aptes aux eaux-de-vie
1,AOP2:IGP avec mention de cépage3:IGP sans mention de cépage 4:sans IG avec mention du cépage5:sans IG6:vins aptes aux eaux-de-vie
