modality_code,label
1:Ouverte (ne concerne pas les pulv?risateurs auto-moteurs)2:Ferm?e,1:Ouverte (ne concerne pas les pulv?risateurs auto-moteurs)2:Ferm?e
1:Ouverte (ne concerne pas les pulv?risateurs auto-moteurs)2:Ferm?e,1:Ouverte (ne concerne pas les pulv?risateurs auto-moteurs)2:Ferm?e
1,Ouverte (ne concerne pas les pulv?risateurs auto-moteurs)2:Ferm?e
non climatis?e3:Ferm?e et climatis?e4:Filtr?e (filtre ? charbon),non climatis?e3:Ferm?e et climatis?e4:Filtr?e (filtre ? charbon)
non climatis?e3:Ferm?e et climatis?e4:Filtr?e (filtre ? charbon),non climatis?e3:Ferm?e et climatis?e4:Filtr?e (filtre ? charbon)
non climatis?e3,Ferm?e et climatis?e4:Filtr?e (filtre ? charbon)
non climatis?e5:Filtr?e et climatis?e,non climatis?e5:Filtr?e et climatis?e
non climatis?e5:Filtr?e et climatis?e,non climatis?e5:Filtr?e et climatis?e
non climatis?e5,Filtr?e et climatis?e
