modality_code,label
0:jamais1:occasionnellement3:systématiquement,0:jamais1:occasionnellement3:systématiquement
0:jamais1:occasionnellement3:systématiquement,0:jamais1:occasionnellement3:systématiquement
0,jamais1:occasionnellement3:systématiquement
