modality_code,label
1:crucifères2:graminées3: légumineuses4:autre,1:crucifères2:graminées3: légumineuses4:autre
1:crucifères2:graminées3: légumineuses4:autre,1:crucifères2:graminées3: légumineuses4:autre
1,crucifères2:graminées3: légumineuses4:autre
