modality_code,label
1:sécateur manuel2:sécateur pneumatique3:sécateur électrique,1:sécateur manuel2:sécateur pneumatique3:sécateur électrique
1:sécateur manuel2:sécateur pneumatique3:sécateur électrique,1:sécateur manuel2:sécateur pneumatique3:sécateur électrique
1,sécateur manuel2:sécateur pneumatique3:sécateur électrique
