modality_code,label
Jamais = 0,Jamais = 0
Jamais,0
occasionnellement = 1,occasionnellement = 1
occasionnellement,1
"systématiquement = 3,  9= sans objet","systématiquement = 3,  9= sans objet"
systématiquement,"3,  9= sans objet"
