modality_code,label
1,1
1,1
1,1
Micro-aérée2,Micro-aérée2
Micro-aérée2,Micro-aérée2
Micro-aérée2,Micro-aérée2
Non-perforée3,Non-perforée3
Non-perforée3,Non-perforée3
Non-perforée3,Non-perforée3
Perforée,Perforée
Perforée,Perforée
Perforée,Perforée
