modality_code,label
1,1
1,1
1,1
Plants non greffés2,Plants non greffés2
Plants non greffés2,Plants non greffés2
Plants non greffés2,Plants non greffés2
Plants greffés3,Plants greffés3
Plants greffés3,Plants greffés3
Plants greffés3,Plants greffés3
Plants greffés 2 têtes,Plants greffés 2 têtes
Plants greffés 2 têtes,Plants greffés 2 têtes
Plants greffés 2 têtes,Plants greffés 2 têtes
