modality_code,label
1:en propriété,1:en propriété
1:en propriété,1:en propriété
1,en propriété
copropriété en interne à l'exploitation 2:en CUMA,copropriété en interne à l'exploitation 2:en CUMA
copropriété en interne à l'exploitation 2:en CUMA,copropriété en interne à l'exploitation 2:en CUMA
copropriété en interne à l'exploitation 2,en CUMA
