modality_code,label
1:immédiat2:moins de 4 heures3:de 4h à moins de 12h4:de 12h à moins de 24h5:de 24h à moins de 48h6:48h et plus7:pas d'enfouissement,1:immédiat2:moins de 4 heures3:de 4h à moins de 12h4:de 12h à moins de 24h5:de 24h à moins de 48h6:48h et plus7:pas d'enfouissement
1:immédiat2:moins de 4 heures3:de 4h à moins de 12h4:de 12h à moins de 24h5:de 24h à moins de 48h6:48h et plus7:pas d'enfouissement,1:immédiat2:moins de 4 heures3:de 4h à moins de 12h4:de 12h à moins de 24h5:de 24h à moins de 48h6:48h et plus7:pas d'enfouissement
1,immédiat2:moins de 4 heures3:de 4h à moins de 12h4:de 12h à moins de 24h5:de 24h à moins de 48h6:48h et plus7:pas d'enfouissement
