modality_code,label
Fongicide,Fongicide
Fongicide,Fongicide
Fongicide,Fongicide
Herbicide,Herbicide
Herbicide,Herbicide
Herbicide,Herbicide
Insecticide,Insecticide
Insecticide,Insecticide
Insecticide,Insecticide
Autre,Autre
Autre,Autre
Autre,Autre
NA,NA
NA,NA
NA,NA
