modality_code,label
IFTTOTHORSHERB = IFTFONG + IFTINS + IFTAUT,IFTTOTHORSHERB = IFTFONG + IFTINS + IFTAUT
IFTTOTHORSHERB,IFTFONG + IFTINS + IFTAUT
