modality_code,label
IFTTOT = IFTHERB + IFTFONG + IFTINS + IFTAUT,IFTTOT = IFTHERB + IFTFONG + IFTINS + IFTAUT
IFTTOT,IFTHERB + IFTFONG + IFTINS + IFTAUT
