modality_code,label
001,Sol à tendance argileuse à tendance 'lourde'
002,Sol à tendance argileuse à tendance 'légère'
003,Sol à tendance limoneuse à tendance 'lourde'
004,Sol à tendance limoneuse à tendance 'légère'
005,Sol à tendance sableuse à tendance 'lourde'
006,Sol à tendance sableuse à tendance 'légère'
007,Sol limoneux-argileux à tendance 'lourde'
008,Sol limoneux-argileux à tendance 'légère'
009,Sol limoneux-sableux à tendance 'lourde'
010,Sol limoneux sableux à tendance 'légère'
