modality_code,label
IFTTOTNBIOHORSHERB = IFTTOTNBIO – IFTHERB,IFTTOTNBIOHORSHERB = IFTTOTNBIO – IFTHERB
IFTTOTNBIOHORSHERB,IFTTOTNBIO – IFTHERB
