modality_code,label
autres mécaniques ( enfouissement sous-solage) entre rangs,autres mécaniques ( enfouissement sous-solage) entre rangs
autres mécaniques ( enfouissement sous-solage) entre rangs,autres mécaniques ( enfouissement sous-solage) entre rangs
autres mécaniques ( enfouissement sous-solage) entre rangs,autres mécaniques ( enfouissement sous-solage) entre rangs
