modality_code,label
08,Autre
10,Brouette
01,Buse
04,Enfouïsseur
07,Epandeur avec table d'épandage et à planche
05,Epandeur hérissons horizontaux
06,Epandeur hérissons vertivaux
02,Rampe
03,Rampe pendillard
11,"Remorque, plateau, charrette"
