modality_code,label
1: pneumatique2:jet porté3:jet projeté,1: pneumatique2:jet porté3:jet projeté
1: pneumatique2:jet porté3:jet projeté,1: pneumatique2:jet porté3:jet projeté
1,pneumatique2:jet porté3:jet projeté
