modality_code,label
1 : compte pour le calcul de l'IFT biocontrôle : 0 : ne compte pas pour le calcul de l'IFT biocontrôle,1 : compte pour le calcul de l'IFT biocontrôle : 0 : ne compte pas pour le calcul de l'IFT biocontrôle
1 : compte pour le calcul de l'IFT biocontrôle : 0 : ne compte pas pour le calcul de l'IFT biocontrôle,1 : compte pour le calcul de l'IFT biocontrôle : 0 : ne compte pas pour le calcul de l'IFT biocontrôle
1,compte pour le calcul de l'IFT biocontrôle : 0 : ne compte pas pour le calcul de l'IFT biocontrôle
