modality_code,label
pneumatique =1,pneumatique =1
pneumatique,1
jet porté ou aéroconvecteurs ou atomiseur =2,jet porté ou aéroconvecteurs ou atomiseur =2
jet porté ou aéroconvecteurs ou atomiseur,2
jet projeté = 3,jet projeté = 3
jet projeté,3
autres = 4,autres = 4
autres,4
NSP = 9,NSP = 9
NSP,9
