Database,Table,Variable,Label,Type,Nomenclature
PKPrairie_2011,pkgc2011_prairies,RAISAEXP,Traitements phytosanitaires : déclenchement des autres traitements phytosanitaires (hormis herbicides)  sur la parcelle d’après votre expérience ou celle d’autres agriculteurs,string,
PKPrairie_2011,pkgc2011_prairies,RAISAPILOT,Traitements phytosanitaires : déclenchement des autres traitements phytosanitaires (hormis herbicides) sur la parcelle grâce à vos propres outils de pilotage,string,
PKPrairie_2011,pkgc2011_prairies,RAISH,Traitements phytosanitaires : Raisonnement prioritaire pour les herbicides parmi ceux cochés « oui »,string,pkgc2011_prairies__RAISH
PKPrairie_2011,pkgc2011_prairies,RAISA,Traitements phytosanitaires : Raisonnement prioritaire pour les autres traitements parmi ceux cochés « oui »,string,pkgc2011_prairies__RAISA
PKPrairie_2011,pkgc2011_prairies,PARCIRR,Parcelle irriguée au cours de la campagne agricole : présence,string,
PKPrairie_2011,pkgc2011_prairies,IRRDATDEB,Date première irrigation,string,
PKPrairie_2011,pkgc2011_prairies,IRRDATFIN,Date dernière irrigation,string,
PKPrairie_2011,pkgc2011_prairies,IRRAVS,Irrigation avant semis ou au semis : présence,string,
PKPrairie_2011,pkgc2011_prairies,NBPASAVS,Irrigation : nombre de passages effectués sur la parcelle avant le semis ou au semis,float64,
PKPrairie_2011,pkgc2011_prairies,NBPASAPS,Irrigation : nombre de passages effectués sur la parcelle après le semis,float64,
PKPrairie_2011,pkgc2011_prairies,MMEAU,Irrigation : apport total sur la parcelle (en millimètres),string,
PKPrairie_2011,pkgc2011_prairies,MCUBEHA,Irrigation : apport total en eau sur la parcelle (en m3/ha),string,
PKPrairie_2011,pkgc2011_prairies,ACCES,Accès à l’eau d’irrigation,string,pkgc2011_prairies__ACCES
PKPrairie_2011,pkgc2011_prairies,PROV,Provenance de la principale eau d’irrigation,string,pkgc2011_prairies__PROV
PKPrairie_2011,pkgc2011_prairies,TYPMAT,Irrigation : type de matériel utilisé sur la parcelle,string,pkgc2011_prairies__TYPMAT
PKPrairie_2011,pkgc2011_prairies,COUPUR,Pas d'irrigation pour cause de coupure d’eau,string,
PKPrairie_2011,pkgc2011_prairies,DURCOUPUR,Durée de la coupure d’eau en jours,string,
PKPrairie_2011,pkgc2011_prairies,CONNAPO,Connaissance de l'apport total en eau sur la parcelle,string,pkgc2011_prairies__CONNAPO
PKPrairie_2011,pkgc2011_prairies,IRRNITR,Nitrates dans l'eau d’irrigation : connaissance,string,
PKPrairie_2011,pkgc2011_prairies,IRRFUMN,Nitrates dans l'eau d’irrigation : prise en compte pour gérer la fertilisation azotée,string,
PKPrairie_2011,pkgc2011_prairies,DECLIRRHAB,Déclenchement de l'irrigation en fonction des usages courants,string,
PKPrairie_2011,pkgc2011_prairies,DECLIRROBS,Déclenchement de l'irrigation après avoir observé votre parcelle,string,
PKPrairie_2011,pkgc2011_prairies,DECLIRRTECH,Déclenchement de l'irrigation d’après les recommandations d’organismes techniques,string,
PKPrairie_2011,pkgc2011_prairies,DECLIRRPILOT,"Déclenchement de l'irrigation en utilisant des outils de pilotage de l’irrigation (tensiomètres, bilans hydriques)",string,
PKPrairie_2011,pkgc2011_prairies,DECLIRRIMP,Déclenchement de l'irrigation en fonction des tours d’eau imposés,string,
PKPrairie_2011,pkgc2011_prairies,DECLIRR,Raisonnement prioritaire pour le déclenchement de l’irrigation parmi ceux cochés « oui »,string,pkgc2011_prairies__DECLIRR
PKPrairie_2011,pkgc2011_prairies,PREXPLOIT,Exploitation de la prairie sur la campagne 2010-2011,string,
PKPrairie_2011,pkgc2011_prairies,NBCOUPEP,Exploitation de la prairie : Nombre de passages,float64,
PKPrairie_2011,pkgc2011_prairies,RDTF,Exploitation de la prairie : Rendement Fauche,string,
PKPrairie_2011,pkgc2011_prairies,RDTP,Exploitation de la prairie : Rendement Pâture,string,
PKPrairie_2011,pkgc2011_prairies,RDTTOT,Exploitation de la prairie : Rendement total : Fauche + Pâture,string,
PKPrairie_2011,pkgc2011_prairies,IFTH,Indicateur de fréquence de traitement (IFT) herbicide,string,
PKPrairie_2011,pkgc2011_prairies,IFTF,Indicateur de fréquence de traitement (IFT) fongicide,string,
PKPrairie_2011,pkgc2011_prairies,IFTI,Indicateur de fréquence de traitement (IFT) insecticide et acaricide,string,
PKPrairie_2011,pkgc2011_prairies,IFTC,Indicateur de fréquence de traitement (IFT) substances de croissance,string,
PKPrairie_2011,pkgc2011_prairies,IFTV,Indicateur de fréquence de traitement (IFT) virucide,string,
PKPrairie_2011,pkgc2011_prairies,IFTM,Indicateur de fréquence de traitement (IFT) molluscicide,string,
PKPrairie_2011,pkgc2011_prairies,IFTTOT,"Indicateur de fréquence de traitement (IFT) total (herbicides, fongicides, insecticides, autre)",string,
PKPrairie_2011,pkgc2011_prairies,IFTA,"Indicateur de fréquence de traitement (IFT) autre (substances de croissance, virucide, mollusicide)",string,
PKPrairie_2011,pkgc2011_prairies,IFTHH,"Indicateur de fréquence de traitement (IFT) hors herbicides (fongicides, insecticides, autres)",string,
RA_2020,LEGUMES,NOM_DOSSIER,Numéro interne de dossier,string,
RA_2020,LEGUMES,TYPE_QUESTIONNAIRE,Type de questionnaire,string,
RA_2020,LEGUMES,LEGCODE,Codes légumes,float64,
RA_2020,LEGUMES,LEGFIL,Détail des légumes cultivés,float64,
RA_2020,LEGUMES,LEGDEV,détail des surfaces développées de légumes si LEG_NB<=3 OU CULTSUR.11600000>= 2.0000,float64,
RA_2020,LEGUMES,IMPUT_NR_TOT,Indicatrice d'imputation de la non réponse totale (dossiers entièrement imputés),float64,
RA_2020,LEGUMES,IMPUT_LEG.x,Indicatrice de retraitement des légumes (LEGFIL),float64,
RA_2020,LEGUMES,IMPUT_LEG.y,Indicatrice de retraitement des légumes développés (LEGDEV),float64,
RA_2020,HORTI_PEPI,NOM_DOSSIER,Numéro interne de dossier,string,
RA_2020,HORTI_PEPI,TYPE_QUESTIONNAIRE,Type de questionnaire,string,
RA_2020,HORTI_PEPI,HORTI_AIR_SUR_100,Fleurs et feuillages coupés - Surfaces plein air ou abri bas,float64,
RA_2020,HORTI_PEPI,HORTI_AIR_SUR_200,"Plantes en pot, fleuries ou vertes  - Surfaces plein air ou abri bas",float64,
RA_2020,HORTI_PEPI,HORTI_AIR_SUR_300,"Plantes à massif (hors vivaces, godet<12cm)  - Surfaces plein air ou abri bas",float64,
RA_2020,HORTI_PEPI,HORTI_AIR_SUR_400,"Plantes vivaces, aromatiques à usage ornemental et plantes aquatiques  - Surfaces plein air ou abri bas",float64,
RA_2020,HORTI_PEPI,HORTI_AIR_SUR_500,Bulbes  - Surfaces plein air ou abri bas,float64,
RA_2020,HORTI_PEPI,HORTI_AIR_SUR_600,Boutures et jeunes plants non ligneux d’horticulture ornementale destinés à d’autres horticulteurs (hors plants potagers et rosiers)  - Surfaces plein air ou abri bas,float64,
RA_2020,HORTI_PEPI,HORTI_SERR_SUR_100,Fleurs et feuillages coupés - Surfaces sous serre ou abri haut,float64,
RA_2020,HORTI_PEPI,HORTI_SERR_SUR_200,"Plantes en pot, fleuries ou vertes - Surfaces sous serre ou abri haut",float64,
RA_2020,HORTI_PEPI,HORTI_SERR_SUR_300,"Plantes à massif (hors vivaces, godet<12cm) - Surfaces sous serre ou abri haut",float64,
RA_2020,HORTI_PEPI,HORTI_SERR_SUR_400,"Plantes vivaces, aromatiques à usage ornemental et plantes aquatiques - Surfaces sous serre ou abri haut",float64,
RA_2020,HORTI_PEPI,HORTI_SERR_SUR_500,Bulbes - Surfaces sous serre ou abri haut,float64,
RA_2020,HORTI_PEPI,HORTI_SERR_SUR_600,Boutures et jeunes plants non ligneux d’horticulture ornementale destinés à d’autres horticulteurs (hors plants potagers et rosiers) - Surfaces sous serre ou abri haut,float64,
RA_2020,HORTI_PEPI,HORTIFIL_110,Catégorie produite : Anémone,float64,
RA_2020,HORTI_PEPI,HORTIPROD_110,Production annuelle : Anémone,float64,
RA_2020,HORTI_PEPI,HORTIFIL_120,Catégorie produite : Gerbera,float64,
RA_2020,HORTI_PEPI,HORTIPROD_120,Production annuelle : Gerbera,float64,
RA_2020,HORTI_PEPI,HORTIFIL_130,Catégorie produite : Pivoine,float64,
RA_2020,HORTI_PEPI,HORTIPROD_130,Production annuelle : Pivoine,float64,
RA_2020,HORTI_PEPI,HORTIFIL_140,Catégorie produite : Renoncule,float64,
RA_2020,HORTI_PEPI,HORTIPROD_140,Production annuelle : Renoncule,float64,
RA_2020,HORTI_PEPI,HORTIFIL_150,Catégorie produite : Rose,float64,
RA_2020,HORTI_PEPI,HORTIPROD_150,Production annuelle : Rose,float64,
RA_2020,HORTI_PEPI,HORTIFIL_160,Catégorie produite : Autres fleurs coupées,float64,
RA_2020,HORTI_PEPI,HORTIPROD_160,Production annuelle : Autres fleurs coupées,float64,
RA_2020,HORTI_PEPI,HORTIFIL_170,Catégorie produire : total des feuillages coupés,float64,
RA_2020,HORTI_PEPI,HORTIPROD_170,Production : total des feuillages coupés,float64,
RA_2020,HORTI_PEPI,HORTIFIL_205,Catégorie produite : Chrysanthème,float64,
RA_2020,HORTI_PEPI,HORTIPROD_205,Production annuelle : Chrysanthème,float64,
RA_2020,HORTI_PEPI,HORTIFIL_210,Catégorie produite : Cyclamen,float64,
RA_2020,HORTI_PEPI,HORTIPROD_210,Production annuelle : Cyclamen,float64,
RA_2020,HORTI_PEPI,HORTIFIL_220,Catégorie produite : Dipladenia,float64,
RA_2020,HORTI_PEPI,HORTIPROD_220,Production annuelle : Dipladenia,float64,
RA_2020,HORTI_PEPI,HORTIFIL_230,Catégorie produite : Impatiens de nouvelle Guinée,float64,
RA_2020,HORTI_PEPI,HORTIPROD_230,Production annuelle : Impatiens de nouvelle Guinée,float64,
RA_2020,HORTI_PEPI,HORTIFIL_240,Catégorie produite : Pélargonium ou « géranium » en pots,float64,
RA_2020,HORTI_PEPI,HORTIPROD_240,Production annuelle : Pélargonium ou « géranium » en pots,float64,
RA_2020,HORTI_PEPI,HORTIFIL_250,Catégorie produite : Poinsettia,float64,
RA_2020,HORTI_PEPI,HORTIPROD_250,Production annuelle : Poinsettia,float64,
RA_2020,HORTI_PEPI,HORTIFIL_260,Catégorie produite : Autres plantes en pot fleuries,float64,
RA_2020,HORTI_PEPI,HORTIPROD_260,Production annuelle : Autres plantes en pot fleuries,float64,
RA_2020,HORTI_PEPI,HORTIFIL_270,Catégorie produite : Autres plantes en pot vertes,float64,
RA_2020,HORTI_PEPI,HORTIPROD_270,Production annuelle : Autres plantes en pot vertes,float64,
RA_2020,HORTI_PEPI,HORTIFIL_310,Catégorie produite : Pélargonium ou « géranium » en plantes à massif,float64,
RA_2020,HORTI_PEPI,HORTIPROD_310,Production annuelle : Pélargonium ou « géranium » en plantes à massif,float64,
RA_2020,HORTI_PEPI,HORTIFIL_320,Catégorie produite : Pensée,float64,
RA_2020,HORTI_PEPI,HORTIPROD_320,Production annuelle : Pensée,float64,
RA_2020,HORTI_PEPI,HORTIFIL_330,Catégorie produite : Pétunia,float64,
RA_2020,HORTI_PEPI,HORTIPROD_330,Production annuelle : Pétunia,float64,
RA_2020,HORTI_PEPI,HORTIFIL_340,Catégorie produite : Primevère,float64,
RA_2020,HORTI_PEPI,HORTIPROD_340,Production annuelle : Primevère,float64,
RA_2020,HORTI_PEPI,HORTIFIL_350,Catégorie produite : Autres plantes à massif,float64,
RA_2020,HORTI_PEPI,HORTIPROD_350,Production annuelle : Autres plantes à massif,float64,
RA_2020,HORTI_PEPI,HORTIFIL_410,Catégorie produite : Plantes vivaces,float64,
RA_2020,HORTI_PEPI,HORTIPROD_410,Production annuelle : Plantes vivaces,float64,
RA_2020,HORTI_PEPI,HORTIFIL_420,Catégorie produite : Plantes aromatiques à usage ornemental,float64,
RA_2020,HORTI_PEPI,HORTIPROD_420,Production annuelle : Plantes aromatiques à usage ornemental,float64,
RA_2020,HORTI_PEPI,HORTIFIL_430,Catégorie produite : Plantes aquatiques,float64,
RA_2020,HORTI_PEPI,HORTIPROD_430,Production annuelle : Plantes aquatiques,float64,
RA_2020,HORTI_PEPI,HORTIFIL_510,Catégorie produite : Dahlia,float64,
RA_2020,HORTI_PEPI,HORTIPROD_510,Production annuelle : Dahlia,float64,
RA_2020,HORTI_PEPI,HORTIFIL_520,Catégorie produite : Autres bulbes,float64,
RA_2020,HORTI_PEPI,HORTIPROD_520,Production annuelle : Autres bulbes,float64,
RA_2020,HORTI_PEPI,HORTIFIL_600,Catégorie produite : Total des boutures et jeunes plants non ligneux d’horticulture ornementale destinés à d’autres horticulteurs (hors plants potagers et rosiers),float64,
RA_2020,HORTI_PEPI,HORTIPROD_600,Production annuelle : Total des boutures et jeunes plants non ligneux d’horticulture ornementale destinés à d’autres horticulteurs (hors plants potagers et rosiers),float64,
RA_2020,HORTI_PEPI,PEPIFIL_700,Catégorie produite : Rosiers,float64,
RA_2020,HORTI_PEPI,PEPIPROD_700,Production annuelle : Rosiers,float64,
RA_2020,HORTI_PEPI,PEPIFIL_710,Catégorie produite : Arbres et arbustes,float64,
RA_2020,HORTI_PEPI,PEPIPROD_710,Production annuelle : Arbres et arbustes,float64,
RA_2020,HORTI_PEPI,PEPIFIL_720,Catégorie produite : Plantes grimpantes,float64,
RA_2020,HORTI_PEPI,PEPIPROD_720,Production annuelle : Plantes grimpantes,float64,
RA_2020,HORTI_PEPI,PEPIFIL_730,Catégorie produite : Plantes de terre de bruyère,float64,
RA_2020,HORTI_PEPI,PEPIPROD_730,Production annuelle : Plantes de terre de bruyère,float64,
RA_2020,HORTI_PEPI,PEPIFIL_740,Catégorie produite : Autres plantes de pépinière,float64,
RA_2020,HORTI_PEPI,PEPIPROD_740,Autres plantes de pépinière,float64,
RA_2020,HORTI_PEPI,SAU_13521100,"pépinières ornementales :  reproduction de plantes ligneuses (y c. rosiers), surface en plein air",float64,
RA_2020,HORTI_PEPI,SAU_13521200,"pépinières ornementales :  reproduction de plantes ligneuses (y c. rosiers), surface sous serre ou abri haut",float64,
RA_2020,HORTI_PEPI,IMPUT_NR_TOT,Indicatrice d'imputation de la non réponse totale (dossiers entièrement imputés),float64,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,IDENTPARC,Identifiant de la parcelle,string,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,NOM_SUBSTANCE,Libellé de la substance active,string,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,QDOSEMATACT,Quantité de matière active par hectare,float64,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,UNITESA,Unité de la quantité de matière par hectare,string,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,NBPASMATACT,Nombre de traitements effectués sur la parcelle avec la même matière active et même cible,float64,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,CIBLE,Cible détaillée,string,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,CIBLEAGREG,Cible agrégée,string,
PHYTOVITI_2016,MATACT_PHYTOVITI2016,FAMILLESA,Famille chimique de la substance active,string,
RA_2020,DIVERSIF,NOM_DOSSIER,Numéro interne de dossier,string,
RA_2020,DIVERSIF,TYPE_QUESTIONNAIRE,Type de questionnaire,string,
RA_2020,DIVERSIF,DIVACTCOD,Type d'activité de diversification,string,DIVERSIF__DIVACTCOD
RA_2020,DIVERSIF,DIVACTEXP,Activité en nom propre,float64,
RA_2020,DIVERSIF,DIVACTAUT,Activité par le biais d'une autre entité,float64,
RA_2020,DIVERSIF,TRANSFOSST,Transformation en sous-traitance,float64,
RA_2020,DIVERSIF,IMPUT_NR_TOT,Indicatrice d'imputation de la non réponse totale (dossiers entièrement imputés),float64,
PKfruits_2015,20210706_PKFruits2015_TTMT_phyto & 20210630_PKFruits15_MATACT & 20180511_PKFruits2015_FERTILISATION & 20210706_PKFruits2015_definitif,REG,,string,
Phytofruits_2018,phytofruits18_definitif_actualise et phytofruits18_TTMT_Phyto_actualise,NOM_DOSSIER,,string,phytofruits18_definitif_actualise et phytofruits18_TTMT_Phyto_actualise__NOM_DOSSIER
PKfruits_2015,20210630_PKFruits15_AMM_SA,AMM,numéro d'autorisation de mise sur le marché du produit phytosanitaire,string,
PKfruits_2015,20210630_PKFruits15_AMM_SA,CONCENTRATION,Concentration de la substance active (BNVD),string,
RA_2020,COEFS_PBS17,NOM_DOSSIER,Numéro interne de dossier,string,
RA_2020,COEFS_PBS17,pb01,Production brute de l'exploitation pour :  Blé tendre et épeautre,float64,
RA_2020,COEFS_PBS17,pb02,Production brute de l'exploitation pour :  Blé dur,float64,
RA_2020,COEFS_PBS17,pb03,Production brute de l'exploitation pour :  Seigle,float64,
RA_2020,COEFS_PBS17,pb04,Production brute de l'exploitation pour :  Orge,float64,
RA_2020,COEFS_PBS17,pb05,Production brute de l'exploitation pour :  Avoine,float64,
RA_2020,COEFS_PBS17,pb06,Production brute de l'exploitation pour :  Maïs grain (non irrigué),float64,
RA_2020,COEFS_PBS17,pb07,Production brute de l'exploitation pour :  Riz,float64,
RA_2020,COEFS_PBS17,pb08,Production brute de l'exploitation pour :  Autres céréales,float64,
RA_2020,COEFS_PBS17,pb10,Production brute de l'exploitation pour :  Légumes secs et protéagineux - total,float64,
RA_2020,COEFS_PBS17,pb11,"Production brute de l'exploitation pour :  Pois, fèves et lupins doux",float64,
RA_2020,COEFS_PBS17,pb12,Production brute de l'exploitation pour :  Pommes de terre (y c les primeurs et les plants),float64,
RA_2020,COEFS_PBS17,pb13,Production brute de l'exploitation pour :  Betteraves  sucrières (à l'exception des semences),float64,
RA_2020,COEFS_PBS17,pb14,Production brute de l'exploitation pour :  Plantes sarclées fourragères (à l'exception des semences),float64,
RA_2020,COEFS_PBS17,pb15,Production brute de l'exploitation pour :  Tabac,float64,
RA_2020,COEFS_PBS17,pb16,Production brute de l'exploitation pour :  Houblon,float64,
RA_2020,COEFS_PBS17,pb18,Production brute de l'exploitation pour :  Colza ou navette,float64,
RA_2020,COEFS_PBS17,pb19,Production brute de l'exploitation pour :  Tournesol,float64,
RA_2020,COEFS_PBS17,pb20,Production brute de l'exploitation pour :  Soja,float64,
RA_2020,COEFS_PBS17,pb21,Production brute de l'exploitation pour :  Lin oléagineux,float64,
RA_2020,COEFS_PBS17,pb22,Production brute de l'exploitation pour :  Autres plantes oléagineuses ou textiles,float64,
RA_2020,COEFS_PBS17,pb23,Production brute de l'exploitation pour :  Lin textile,float64,
RA_2020,COEFS_PBS17,pb24,Production brute de l'exploitation pour :  Chanvre,float64,
RA_2020,COEFS_PBS17,pb25,Production brute de l'exploitation pour :  Autres plantes textiles,float64,
RA_2020,COEFS_PBS17,pb26,"Production brute de l'exploitation pour :  Plantes aromatiques, médicinales et condimentaires",float64,
RA_2020,COEFS_PBS17,pb27,Production brute de l'exploitation pour :  Autres plantes industrielles  non mentionnées ailleurs,float64,
RA_2020,COEFS_PBS17,pb28,"Production brute de l'exploitation pour :  Légumes frais, melons, fraises, culture maraîchère",float64,
RA_2020,COEFS_PBS17,pb29,"Production brute de l'exploitation pour :  Légumes frais, melons, fraises, culture de plein champ",float64,
RA_2020,COEFS_PBS17,pb30,"Production brute de l'exploitation pour :  Légumes frais, melons, fraises, sous serre ou sous autre abri (accessible)",float64,
RA_2020,COEFS_PBS17,pb31,Production brute de l'exploitation pour :  Fleurs et plantes ornementales (non compris pépinières) de plein air ou sous abri bas (non accessible),float64,
RA_2020,COEFS_PBS17,pb32,Production brute de l'exploitation pour :  Fleurs et plantes ornementales (non compris pépinières) sous serre ou sous autre abri (accessible),float64,
RA_2020,COEFS_PBS17,pb33,Production brute de l'exploitation pour :  Prairies temporaires,float64,
RA_2020,COEFS_PBS17,pb34,Production brute de l'exploitation pour :  Maïs fourrage,float64,
RA_2020,COEFS_PBS17,pb35,Production brute de l'exploitation pour :  Légumineuses,float64,
RA_2020,COEFS_PBS17,pb36,Production brute de l'exploitation pour :  Autres plantes fourragères annuelles,float64,
RA_2020,COEFS_PBS17,pb37,Production brute de l'exploitation pour :  Semences et plants de terres arables,float64,
RA_2020,COEFS_PBS17,pb39,Production brute de l'exploitation pour :  jachères (0),float64,
RA_2020,COEFS_PBS17,pb41,Production brute de l'exploitation pour :  jardins et vergers familiaux (0),float64,
RA_2020,COEFS_PBS17,pb42,Production brute de l'exploitation pour :  Prairies permanentes hors pâturages pauvres,float64,
RA_2020,COEFS_PBS17,pb43,Production brute de l'exploitation pour :  Pâturages pauvres,float64,
RA_2020,COEFS_PBS17,pb46,Production brute de l'exploitation pour :  Espèces fruitières d'origine subtropicale,float64,
RA_2020,COEFS_PBS17,pb47,Production brute de l'exploitation pour :  Baies ,float64,
RA_2020,COEFS_PBS17,pb48,Production brute de l'exploitation pour :  Fruits à coque,float64,
RA_2020,COEFS_PBS17,pb49,Production brute de l'exploitation pour :  Agrumeraies,float64,
RA_2020,COEFS_PBS17,pb50,Production brute de l'exploitation pour :  Oliveraies,float64,
RA_2020,COEFS_PBS17,pb53a,Production brute de l'exploitation pour :  Raisins pour les vins d'appelation d'origine protégée (AOP),float64,
RA_2020,COEFS_PBS17,pb53b,Production brute de l'exploitation pour :  Raisins pour les vins sous IGP,float64,
RA_2020,COEFS_PBS17,pb54,Production brute de l'exploitation pour :  Raisins pour les autres vins (sans AOP ni IGP),float64,
RA_2020,COEFS_PBS17,pb55,Production brute de l'exploitation pour :  Vignes pour raisins de table,float64,
RA_2020,COEFS_PBS17,pb57,Production brute de l'exploitation pour :  Pépinières,float64,
RA_2020,COEFS_PBS17,pb58a,Production brute de l'exploitation pour :  Arbres de Noël,float64,
RA_2020,COEFS_PBS17,pb58b,Production brute de l'exploitation pour :  Autres cultures permanentes,float64,
RA_2020,COEFS_PBS17,pb45,"Production brute de l'exploitation pour :  Fruits à pépins, Fruits à noyaux",float64,
RA_2020,COEFS_PBS17,pb62,Production brute de l'exploitation pour :  équidés,float64,
RA_2020,COEFS_PBS17,pb63,Production brute de l'exploitation pour :  Bovins de moins de 1 an,float64,
RA_2020,COEFS_PBS17,pb64,Production brute de l'exploitation pour :  Bovins mâles de 1 à moins de 2 ans,float64,
RA_2020,COEFS_PBS17,pb65,Production brute de l'exploitation pour :  Bovins femelles de 1 à moins de 2 ans ,float64,
RA_2020,COEFS_PBS17,pb66,Production brute de l'exploitation pour :  Bovins mâles de 2 ans et plus,float64,
RA_2020,COEFS_PBS17,pb67,Production brute de l'exploitation pour :  Génisses de 2 ans et plus,float64,
RA_2020,COEFS_PBS17,pb68,Production brute de l'exploitation pour :  Vaches laitières,float64,
RA_2020,COEFS_PBS17,pb69,Production brute de l'exploitation pour :  Autres vaches,float64,
RA_2020,COEFS_PBS17,pb70,Production brute de l'exploitation pour :  Brebis et agnelles,float64,
RA_2020,COEFS_PBS17,pb71,Production brute de l'exploitation pour :  Autres ovins,float64,
RA_2020,COEFS_PBS17,pb72,Production brute de l'exploitation pour :  Chèvres et chevrettes,float64,
RA_2020,COEFS_PBS17,pb73,Production brute de l'exploitation pour :  Autres caprins,float64,
RA_2020,COEFS_PBS17,pb75,Production brute de l'exploitation pour :  Truies reproductrices de 50 kg ou plus,float64,
RA_2020,COEFS_PBS17,pb74,Production brute de l'exploitation pour :  Porcelets d'un poids vif de moins de 20 kg,float64,
RA_2020,COEFS_PBS17,pb76,Production brute de l'exploitation pour :  Autres porcins,float64,
RA_2020,COEFS_PBS17,pb77,Production brute de l'exploitation pour :  Poulets de chair,float64,
RA_2020,COEFS_PBS17,pb78,Production brute de l'exploitation pour :  Poules pondeuses,float64,
RA_2020,COEFS_PBS17,pb79,Production brute de l'exploitation pour :  Autres volailles (cf nomenclature =  cailles d'élevage) ; Canards ; Oies ; Dindes ; Pintades ; Autruches,float64,
RA_2020,COEFS_PBS17,pb80,Production brute de l'exploitation pour :  Lapines mères,float64,
RA_2020,COEFS_PBS17,pb81,Production brute de l'exploitation pour :  Ruches,float64,
RA_2020,COEFS_PBS17,pb60,Production brute de l'exploitation pour :  Champignons,float64,
RA_2020,COEFS_PBS17,pb61,Production brute de l'exploitation pour :  Chicons,float64,
RA_2020,COEFS_PBS17,GL,PBS herbivores,float64,
RA_2020,COEFS_PBS17,p151,PBS  céréales hors riz,float64,
RA_2020,COEFS_PBS17,p15,PBS céréales avec riz,float64,
RA_2020,COEFS_PBS17,p16,PBS plantes oléagineuses,float64,
RA_2020,COEFS_PBS17,FCP1,PBS fourrage destiné à la vente ,float64,
RA_2020,COEFS_PBS17,FCP4,PBS fourrage pour herbivores ,float64,
RA_2020,COEFS_PBS17,p17,PBS plantes sarclées,float64,
RA_2020,COEFS_PBS17,p1,PBS grandes cultures,float64,
RA_2020,COEFS_PBS17,cop,PBS céréales oléagineux protéagineux,float64,
RA_2020,COEFS_PBS17,p2,PBS  horticulture,float64,
RA_2020,COEFS_PBS17,serre,PBS légumes et fleurs sous serres,float64,
RA_2020,COEFS_PBS17,pleinair,PBS maraichage et fleurs de plein air,float64,
RA_2020,COEFS_PBS17,pb53,PBS vins de qualité,float64,
RA_2020,COEFS_PBS17,p3,PBS cultures permanentes,float64,
RA_2020,COEFS_PBS17,vignobl,PBS  vins de de qualité + vins sans IG + raisin de table,float64,
RA_2020,COEFS_PBS17,pb58,PBS autres cultures permanentes et arbres de noel,float64,
RA_2020,COEFS_PBS17,fruit,PBS ensemble des fruits,float64,
RA_2020,COEFS_PBS17,oliv,PBS oliviers,float64,
RA_2020,COEFS_PBS17,p4,PBS herbivores et fourrage ,float64,
RA_2020,COEFS_PBS17,p45,PBS bovins lait,float64,
RA_2020,COEFS_PBS17,p46,PBS bovins (bovins lait + bovins males de 1 a 2 ans+Bovins mâles de 2 ans et plus +vaches nourrices ou allaitantes),float64,
RA_2020,COEFS_PBS17,p51,PBS porcins,float64,
RA_2020,COEFS_PBS17,p52,PBS volailles,float64,
RA_2020,COEFS_PBS17,p5,"PBS granivores (porcins, volailles, lapins)",float64,
RA_2020,COEFS_PBS17,veget,PBS productions végétales (grandes cultures+horticulture+cultures permanentes),float64,
RA_2020,COEFS_PBS17,ani,PBS prodcutions animales (herbivores et fourrage+granivores),float64,
RA_2020,COEFS_PBS17,PBSTOT_COEF17,PBS totale coefficients 2017,float64,
RA_2020,COEFS_PBS17,CDEX_COEF2017,"Classe de dimention économique, coefficients PBS 2017",string,
RA_2020,COEFS_PBS17,DIMECO_COEF2017,"Dimention économique, coefficients PBS 2017",string,
RA_2020,COEFS_PBS17,OTE64_COEF2017,"Orientation économique, coefficients PBS 2017 (64 postes)",string,
RA_2020,COEFS_PBS17,OTEFDD_COEF17,"Orientation économique, coefficients PBS 2017 (nomenclature détaillée)",string,
RA_2020,COEFS_PBS17,OTEFDA_COEF17,"Orientation économique, coefficients PBS 2017 (nomenclature agrégée)",string,
RA_2020,COEFS_PBS17,IMPUT_NR_TOT,Indicatrice d'imputation de la non réponse totale (dossiers entièrement imputés),float64,
PhytoGC_2014,PHYTOS_PHYTOGC2014,identifiant_phytos,Identifiant traitement phytosanitaire,string,
PhytoGC_2014,PHYTOS_PHYTOGC2014,identifiant_dossier,Identifiant parcelle,string,
PhytoGC_2014,PHYTOS_PHYTOGC2014,ESPECE,Culture enquêtée,string,PHYTOS_PHYTOGC2014__ESPECE
PhytoGC_2014,PHYTOS_PHYTOGC2014,ESPECEINI,"Culture enquêtée, code initial (maïs et blé, modification entre 08 et 09 ou entre 01 et 02)",string,PHYTOS_PHYTOGC2014__ESPECEINI
PhytoGC_2014,PHYTOS_PHYTOGC2014,REGPAR,Code région de la parcelle,string,PHYTOS_PHYTOGC2014__REGPAR
PhytoGC_2014,PHYTOS_PHYTOGC2014,DEPPAR,Département de localisation de la parcelle,string,PHYTOS_PHYTOGC2014__DEPPAR
PhytoGC_2014,PHYTOS_PHYTOGC2014,DEPCOMPAR,Code commune de la parcelle,string,PHYTOS_PHYTOGC2014__DEPCOMPAR
